desig7,nm,Tipo,micro,bairro,d1,cf,le,lat,lon
0817610,CM SEMPRE VIDA FAZENDA COQUEIROS,Creche,8.22,Senador Camará,45,64,0,-22.86958,-43.50288
0817611,CM TIA ELZA,Creche,8.16,Padre Miguel,29,60,0,-22.86886,-43.45545
0817612,CM VILA KENNEDY,Creche,8.21,Bangu,101,111,47,-22.85674,-43.48529
0817613,CM CÉLIA ALENCAR,Creche,8.6,Padre Miguel,64,44,7,-22.87571,-43.44109
0817614,CM FAZENDA COQUEIROS II,Creche,8.22,Senador Camará,91,70,4,-22.86939,-43.49554
0817615,CM VILA UNIÃO DA PAZ,Creche,8.17,Bangu,30,39,5,-22.86299,-43.45751
0817616,CM PROFESSORA MARIA ASSUMPÇÃO,Creche,8.19,Bangu,24,37,0,-22.86476,-43.46828
0817617,CM JOSÉ MANOEL IBARRA PEREZ,Creche,8.26,Bangu,104,89,0,-22.84761,-43.47266
0817618,CM JANETE CLAIR,Creche,8.13,Santíssimo,104,100,0,-22.87743,-43.49973
0817619,CM PROFESSORA REGINA MARIA DA MATTA MONTEZANO,Creche,8.19,Bangu,58,71,0,-22.86803,-43.47458
0817801,EDI PROFESSORA TÂNIA MARIA LARRUBIA GOMES,EDI,8.9,Bangu,188,41,34,-22.88887,-43.47073
0817802,EDI PROFESSOR REINALDO JOSÉ DE ARAGÃO BARBOSA,EDI,8.25,Bangu,61,84,0,-22.84962,-43.464
0817803,EDI JOSÉ EPHIM MINDLIN,EDI,8.20,Senador Camará,113,91,29,-22.86905,-43.48584
0817804,EDI PROFESSORA EDITH MARQUES DE SOUZA,EDI,8.16,Padre Miguel,130,45,35,-22.86807,-43.45675
0817805,EDI RAFAEL PEREIRA DA SILVA,EDI,8.25,Bangu,53,45,0,-22.85718,-43.45355
0817806,EDI PROFESSORA MARIA YEDDA LEITE LINHARES,EDI,8.26,Bangu,69,80,0,-22.84697,-43.46567
0817807,EDI MARIA DO CARMO SOUZA PIRAN,EDI,8.19,Bangu,109,58,4,-22.86377,-43.47172
0817808,EDI PROFESSOR ANTONIO FLAVIO PIERUCCI,EDI,8.12,Senador Camará,208,93,53,-22.87988,-43.49004
0817809,EDI REPÚBLICA ÁRABE UNIDA,EDI,8.8,Bangu,18,36,0,-22.87586,-43.46858
0817810,EDI VILA DO VINTÉM,EDI,8.16,Padre Miguel,68,102,0,-22.87125,-43.4493
0817814,EDI PROFESSORA GIOVANA BANSI,EDI,8.11,Bangu,230,66,95,-22.89505,-43.49036
0817815,EDI SENHOR JOÃO GOMES,EDI,8.18,Bangu,117,74,38,-22.86954,-43.47833
0833505,CIEP ARACY DE ALMEIDA (CANTORA),CIEP,8.1,Sulacap,24,21,0,-22.88942,-43.38438
0833601,CM CASA DE REALENGO,Creche,8.6,Realengo,86,68,9,-22.88063,-43.43064
0833602,CM JULINHO CACAU,Creche,8.4,Realengo,94,56,0,-22.88353,-43.41719
0833603,CM SILVEIRINHA,Creche,8.14,Deodoro,222,116,0,-22.85302,-43.39609
0833801,EDI GESSICA GUEDES PEREIRA,EDI,8.2,Realengo,31,50,0,-22.88766,-43.41071
0833802,EDI PROFESSORA ZENA ELIAN,EDI,8.15,Realengo,41,47,0,-22.86393,-43.44524
0833803,EDI FREI ORLANDO,EDI,8.14,Vila Militar,123,86,0,-22.85993,-43.39094
0833805,EDI DEODORO,EDI,8.14,Deodoro,37,37,0,-22.85576,-43.38986
0833806,EDI PROFESSOR CRISTIANO PINTO DE MORAES BISPO,EDI,8.7,Realengo,221,189,0,-22.89502,-43.44795
0833807,EDI LUIZA PAULA DA SILVEIRA MACHADO,EDI,8.2,Realengo,139,69,5,-22.89377,-43.4195
0833808,EDI PROFESSORA VANUZIA BASTOS DA SILVA,EDI,8.25,Realengo,50,43,0,-22.86086,-43.44654
0833809,EDI PROFESSORA MARIA CECILIA FERREIRA,EDI,8.24,Realengo,83,60,0,-22.85937,-43.44396
0833810,EDI MEDALHISTA OLÍMPICO SERGIO DUTRA DOS SANTOS,EDI,8.24,Realengo,73,51,4,-22.85901,-43.43053
0833811,EDI MEDALHISTA OLÍMPICA RAFAELA LOPES SILVA,EDI,8.14,Magalhães Bastos,225,122,54,-22.86894,-43.41436
0918601,CM ALEGRIA DE NOVA CIDADE,Creche,9.10,Inhoaíba,98,85,0,-22.90315,-43.59063
0918602,CM VITÓRIA DA PAZ,Creche,9.22,Inhoaíba,57,76,0,-22.91971,-43.60199
0918603,CM SEMPRE VIDA ELZA RABELO DE ANDRADE,Creche,9.23,Cosmos,65,54,0,-22.9186,-43.62135
0918604,CM VERA PACHECO JORDÃO,Creche,9.21,Campo Grande,28,32,0,-22.91458,-43.58532
0918605,CM SEMPRE VIDA PROFESSORA EUGENIA MARIA VELOSO MARCHESE,Creche,9.9,Inhoaíba,40,50,0,-22.89682,-43.59256
0918606,CM CECÍLIA MEIRELES,Creche,9.7,Campo Grande,55,61,1,-22.89183,-43.56163
0918607,CM SONHO FELIZ,Creche,9.1,Campo Grande,175,55,14,-22.85459,-43.52891
0918608,CM JARDIM MONTE SANTO,Creche,9.16,Campo Grande,57,48,0,-22.91235,-43.53295
0918609,CM ADÉLIA VIEIRA,Creche,9.9,Inhoaíba - Campo Grande,55,44,8,-22.88801,-43.58722
0918610,CM ESPERANÇA DO AMANHÃ,Creche,9.13,Cosmos,25,23,0,-22.90331,-43.61824
0918611,CM MÁRIO LOMBARDI,Creche,9.6,Campo Grande,29,34,0,-22.88353,-43.60459
0918613,CM PROFESSORA FLORA SANTINA FERRARI BRAZ,Creche,9.7,Santíssimo,90,86,21,-22.87784,-43.5237
0918614,CM ZÉLIA CHAUKE CURI,Creche,9.16,Campo Grande,81,82,0,-22.91354,-43.53091
0918615,CM MARCELO CARDOSO TOMÉ,Creche,9.11,Inhoaíba,65,59,0,-22.90775,-43.60399
0918616,CM PADRE VALTER DA COSTA SANTOS,Creche,9.5,Campo Grande,146,63,7,-22.87705,-43.58049
0918617,CM CRIANDO O FUTURO,Creche,9.14,Inhoaíba,85,52,0,-22.91115,-43.5902
0918618,CM ESPERANÇA DA VILA SÃO JORGE,Creche,9.14,Cosmos,64,58,0,-22.91425,-43.60667
0918619,CM RAUL CORTEZ,Creche,9.15,Campo Grande,161,106,13,-22.89967,-43.53414
0918620,CM EMILIO IBRAHIM LÁZARO JUBRAM DIB,Creche,9.19,Campo Grande,169,52,10,-22.91991,-43.55544
0918621,CM ELIZABETH TAVARES DE SOUZA - BETINHA,Creche,9.8,Campo Grande,78,50,2,-22.88411,-43.53144
0918801,EDI BIANCA ROCHA TAVARES,EDI,9.23,Cosmos,69,65,0,-22.91745,-43.61806
0918802,EDI PINTANDO O SETE,EDI,9.6,Campo Grande,92,77,0,-22.88127,-43.61336
0918803,EDI LUDMILA MÁXIMO MOREIRA CARDOSO,EDI,9.21,Campo Grande,61,40,0,-22.91264,-43.57855
0918804,EDI RENAN DE SOUZA LEAL,EDI,9.6,Campo Grande,28,29,0,-22.8794,-43.614
0918805,EDI CANTORA CESÁRIA ÉVORA,EDI,9.10,Campo Grande,67,68,0,-22.90012,-43.58588
0918806,EDI COMENDADOR SERAFIM SOFIA,EDI,9.13,Cosmos,86,96,0,-22.90956,-43.6188
0918807,EDI URBANO DE FREITAS,EDI,9.8,Campo Grande,118,115,0,-22.8932,-43.5678
0918808,EDI PROFESSORA MARTA REGINA PERROTA,EDI,9.19,Campo Grande,145,86,11,-22.92964,-43.56639
0918809,EDI CAMPO GRANDE,EDI,9.18,Campo Grande,12,17,0,-22.90905,-43.55938
0918810,EDI DOM BOSCO,EDI,9.9,Campo Grande,40,29,0,-22.88906,-43.57907
0918811,EDI ISABEL,EDI,9.14,Inhoaíba,8,9,0,-22.91032,-43.58582
0918812,EDI PROFESSOR JORGE EUCLIDES PEREIRA NUNES,EDI,9.11,Inhoaíba,58,71,0,-22.90191,-43.60016
0918813,EDI PROFESSOR MARCO ALTINO DE OLIVEIRA,EDI,9.1,Carobinha -campo Grande,76,79,0,-22.84794,-43.52743
0918814,EDI PROFESSOR NESTOR MANOEL PINTO,EDI,9.17,Campo Grande,121,63,18,-22.92282,-43.54117
0918815,EDI PROFESSORA SIRLÉIA SILVA REIS,EDI,9.2,Campo Grande,165,114,0,-22.86953,-43.55212
0918816,EDI PROFESSOR JOÃO FERNANDES FILHO,EDI,9.7,Campo Grande,25,24,0,-22.89413,-43.55758
0918817,EDI PROFESSORA EUGENIA DE ALMEIDA AZEVEDO,EDI,9.4,Campo Grande,142,116,0,-22.87357,-43.57307
0918818,EDI FRANCISCO JOSÉ DE MORAES,EDI,10.3,Inhoaíba,62,53,1,-22.88471,-43.6211
0918819,EDI JOARI,EDI,9.18,Campo Grande,8,11,0,-22.91385,-43.55232
0918820,EDI ALMO SATURNINO,EDI,9.21,Campo Grande,18,22,0,-22.91675,-43.5806
0918821,EDI PROFESSORA ENYR PORTILHO DE AVELLAR,EDI,9.1,Campo Grande,88,26,0,-22.85916,-43.53661
0918822,EDI PROFESSOR ANDRÉ LUIZ GILS,EDI,9.19,Campo Grande,81,74,1,-22.91687,-43.55995
0918823,EDI PROFESSOR DERSU GABRIEL BICEGO,EDI,9.7,Campo Grande,64,64,2,-22.88264,-43.53885
0918824,EDI ALBERTO FERREIRA PINTO,EDI,9.20,Campo Grande,106,43,0,-22.93323,-43.56029
0918825,EDI PROFESSORA TERESINHA DE JESUS SIQUEIRA BROWN,EDI,9.2,Campo Grande,80,63,8,-22.87542,-43.53682
0918826,EDI PROFESSORA MARLY DOS SANTOS DE OLIVEIRA (MARLY MARINHO),EDI,9.9,Cosmos,101,75,2,-22.89534,-43.60372
0918827,EDI ATAULFO ALVES,EDI,9.12,Cosmos,107,67,0,-22.89407,-43.61107
0918828,EDI ALYRIO CAVALLIERI,EDI,9.9,Campo Grande,126,53,3,-22.89365,-43.58841
0918829,EDI RUBEM AZEVEDO ALVES,EDI,9.9,Inhoaíba,59,58,0,-22.89705,-43.5925
0918830,EDI HENRIQUE DIAS,EDI,9.18,Campo Grande,29,28,0,-22.90403,-43.55426
0918831,EDI ELFLODÍZIO DOS SANTOS,EDI,9.10,Inhoaíba,88,82,4,-22.90328,-43.591
0918832,EDI PROFESSORA JACINTHA REIS FERREIRA,EDI,9.23,Cosmos,250,96,9,-22.92271,-43.62074
0918833,EDI PROFESSOR WILSON CHOERI,EDI,9.13,Cosmos,113,76,0,-22.90684,-43.61875
0918834,EDI ENGENHEIRA ELAINE MONSORES PIRES,EDI,9.6,Campo Grande,71,83,0,-22.88701,-43.59736
0918835,EDI MEDALHISTA OLÍMPICO ARTHUR NORY OYAKAWA MARIANO,EDI,9.10,Campo Grande,117,102,7,-22.90624,-43.5887
0918836,EDI MEDALHISTA OLÍMPICO RAFAEL CARLOS DA SILVA,EDI,9.2,Santíssimo,90,72,6,-22.87539,-43.53379
0918837,EDI MEDALHISTA OLÍMPICO WALLACE LEANDRO DE SOUZA,EDI,9.2,Santíssimo,177,100,31,-22.87043,-43.51129
0918838,EDI EUSTORGIO WANDERLEY,EDI,9.8,Senador Vasconcelos,62,76,0,-22.89448,-43.55254
0918839,EDI DALILA TAVARES,EDI,9.8,Campo Grande,27,42,0,-22.89154,-43.57146
1019601,CM SEMPRE VIDA VALE DO SOL,Creche,10.7,Santa Cruz,17,23,0,-22.90302,-43.70584
1019602,CM SEMPRE VIDA ANTARES,Creche,10.14,Santa Cruz,99,94,0,-22.92138,-43.6621
1019603,CM JARDIM DOS VIEIRAS,Creche,10.19,"Jardim dos Vieiras, Paciência",50,34,0,-22.92419,-43.62844
1019604,CM AYRTON SENNA,Creche,10.7,Santa Cruz,34,25,0,-22.90283,-43.70553
1019605,CM MARLENE DA SILVA CARDOSO,Creche,10.16,Santa Cruz,26,40,0,-22.93295,-43.65836
1019606,CM TRINTA E UM DE OUTUBRO,Creche,10.4,Paciência,68,80,0,-22.91767,-43.63722
1019607,CM ADALTO BASTOS,Creche,10.18,Paciência,107,31,35,-22.9275,-43.63491
1019609,CM CANTINHO DA TIA DOLORES,Creche,10.8,Santa Cruz,29,37,0,-22.88896,-43.71586
1019610,CM CHAVE DO TAMANHO,Creche,10.23,Sepetiba,31,32,0,-22.97998,-43.68158
1019611,CM CRIANÇA FELIZ,Creche,10.12,Santa Cruz,22,23,0,-22.91862,-43.67209
1019612,CM DANIELA PEREZ,Creche,10.17,Paciência,168,80,2,-22.92463,-43.64476
1019613,CM DJANIRA MARIA RAMOS,Creche,10.17,Paciência,45,55,1,-22.92677,-43.64109
1019614,CM INSPETOR HERALDO CARVALHO DE SOUSA,Creche,10.1,Santa Cruz,189,51,95,-22.87426,-43.63146
1019615,CM MARCOLINA,Creche,10.15,Santa Cruz,23,26,0,-22.92964,-43.66256
1019616,CM MARIA HELENA PAPERA MONTEIRO,Creche,10.17,Santa Cruz,49,48,0,-22.93332,-43.65006
1019618,CM LEUZA MARINS NOVAES S. SANTOS,Creche,10.7,Santa Cruz,37,59,0,-22.90498,-43.70171
1019619,CM SANTA TEREZINHA,Creche,10.8,Santa Cruz,16,17,0,-22.90077,-43.72333
1019620,CM SEMENTINHA DO AMOR,Creche,10.12,Santa Cruz,27,24,0,-22.92008,-43.6729
1019621,CM SEMPRE VIDA ESTRELA DO ALAGADO,Creche,10.23,Sepetiba,23,21,0,-22.97487,-43.69324
1019623,CM SEMPRE VIDA TERRA DA PAZ,Creche,10.19,Paciência,87,70,9,-22.92114,-43.63006
1019624,CM ZACARIAS - O TRAPALHÃO,Creche,10.7,Santa Cruz,16,18,0,-22.90375,-43.71457
1019625,CM NARIZINHO,Creche,10.20,Sepetiba,20,23,0,-22.96162,-43.68982
1019626,CM PEDRINHO,Creche,10.21,Sepetiba,25,25,0,-22.95872,-43.68282
1019627,CM VOVÓ BENTA,Creche,10.20,Sepetiba,38,28,0,-22.95626,-43.6913
1019628,CM IRINÉA DOS SANTOS PAIVA,Creche,10.12,Santa Cruz,43,33,0,-22.927,-43.67306
1019630,CM ESTRELA DALVA,Creche,10.6,Santa Cruz,37,32,0,-22.91152,-43.66771
1019631,CM TIA HILDA MACEDO,Creche,10.5,Santa Cruz,60,49,1,-22.91135,-43.65457
1019632,CM MIRIAM PIRES,Creche,10.3,Paciência,166,74,38,-22.88802,-43.63561
1019633,CM MERILUCE DE OLIVEIRA MÜLLER,Creche,10.21,Sepetiba,28,30,0,-22.94639,-43.68103
1019801,EDI SARGENTO IZO GOMES PATRÍCIO,EDI,10.5,Paciência,104,95,1,-22.91341,-43.65608
1019802,EDI LARISSA DOS SANTOS ATANAZIO,EDI,10.17,Paciência,39,45,0,-22.92166,-43.64534
1019803,EDI LARYSSA SILVA MARTINS,EDI,10.7,Santa Cruz,127,70,0,-22.90754,-43.70172
1019804,EDI PROFESSORA MARIA LUIZA JOBIM DE QUEIROZ,EDI,10.23,Sepetiba,31,30,0,-22.97679,-43.69406
1019806,EDI PROFESSOR RUBEM GONÇALVES,EDI,10.2,Santa Cruz,24,35,0,-22.88631,-43.66621
1019807,EDI PROFESSOR ANTONIO ALFREDO MERCADANTE,EDI,10.2,Santa Cruz,56,53,0,-22.88348,-43.661
1019808,EDI GEÓGRAFO AZIZ AB' SABER,EDI,10.3,Paciência,50,56,1,-22.89429,-43.6386
1019809,EDI PROFESSORA CARMEN FRAGA DE ARAÚJO,EDI,10.13,Santa Cruz,30,28,0,-22.94035,-43.68028
1019810,EDI PROFESSORA ROSELE NICOLAU JORGE COUTINHO,EDI,10.12,Santa Cruz,31,32,0,-22.91442,-43.6713
1019811,EDI PROFESSORA RAQUEL KELLY LANERA,EDI,10.1,Santa Cruz,33,42,0,-22.87566,-43.6345
1019815,EDI JOÃO CORRÊA,EDI,10.5,Paciência,53,33,0,-22.91611,-43.65192
1019818,EDI RENÉE BISCAIA RAPOSO,EDI,9.23,Paciência,20,17,0,-22.91961,-43.62428
1019820,EDI INAIÁ WANDERLEY CARMO,EDI,10.9,Sepetiba,40,41,0,-22.96289,-43.70679
1019821,EDI PROFESSORA SOLANGE INÁCIA DE SÁ DE LACERDA,EDI,10.7,Santa Cruz,69,61,0,-22.90352,-43.70784
1019822,EDI PROFESSORA KATIA MIRANDA SANTOS,EDI,10.20,Sepetiba,18,12,0,-22.95639,-43.68737
1019824,EDI PROFESSORA LILIA CHAVES DA COSTA,EDI,10.20,Sepetiba,14,18,0,-22.95665,-43.68821
1019826,EDI THAMIRIS DE ANDRADE DA SILVA SANTOS,EDI,10.23,Sepetiba,75,54,0,-22.97646,-43.69471
1019827,EDI MEDALHISTA OLÍMPICA POLIANA OKIMOTO,EDI,10.15,Santa Cruz,94,58,0,-22.93361,-43.65972
1019828,EDI MEDALHISTA OLÍMPICO ERLON DE SOUZA SILVA,EDI,10.15,Santa Cruz,63,72,0,-22.93404,-43.65956
1019829,EDI ERASMO CARLOS,EDI,10.12,Santa Cruz,37,34,0,-22.92303,-43.6733
1019830,EDI GAL COSTA,EDI,10.12,Santa Cruz,52,52,0,-22.92303,-43.6733
1019831,EDI PROFESSORA MARIA MESQUITA DE SIQUEIRA,EDI,10.2,Santa Cruz,156,119,0,-22.88289,-43.66072
1026601,CM SONHO DE CRIANÇA,Creche,10.28,Guaratiba,125,89,25,-22.97275,-43.59015
1026602,CM NOSSA SENHORA DA GLÓRIA,Creche,10.27,Pedra de Guaratiba,67,25,29,-22.99951,-43.61214
1026603,CM SEMPRE VIDA COLÔNIA DOS PESCADORES,Creche,10.27,Pedra de Guaratiba,53,68,0,-23.00073,-43.63741
1026604,CM JOSEPHA FERREIRA DA COSTA,Creche,10.28,Guaratiba,193,164,25,-22.95473,-43.5826
1026801,EDI SAMIRA PIRES RIBEIRO,EDI,10.24,Guaratiba,19,10,0,-22.98462,-43.65977
1026802,EDI PROFESSOR MARCOS FLAMÍNIO PORTUGAL PINTO,EDI,10.24,Pedra de Guaratiba,137,58,69,-22.98115,-43.64451
1026803,EDI PADRE CARLOS HENRIQUE DE SOUZA,EDI,10.26,Guaratiba,47,82,0,-22.96364,-43.61041
1026805,EDI MEDALHISTA OLÍMPICO IZAQUIAS QUEIROZ DOS SANTOS,EDI,10.25,Guaratiba,189,89,70,-22.94274,-43.58276
1026806,EDI MEDALHISTA OLÍMPICO FELIPE ALMEIDA WU,EDI,10.24,Guaratiba,84,91,20,-22.98384,-43.64592
1026807,EDI ALFREDO FERNANDO VAZ GUIMARÃES JÚNIOR,EDI,10.26,Guaratiba,104,86,49,-22.95812,-43.60804
1026809,EDI MEDALHISTA PARALÍMPICO RICARDO COSTA DE OLIVEIRA,EDI,10.26,Guaratiba,112,89,47,-22.96411,-43.61027
1026810,EDI ALCEBÍADES FRANCISCO ROSA,EDI,10.22,Pedra de Guaratiba,195,76,79,-22.97441,-43.64857
1026811,EDI GERMANO THOMÉ DE OLIVEIRA,EDI,10.27,Guaratiba,16,8,0,-22.98627,-43.62892
1120201,CIEP OLGA BENÁRIO PRESTES,CIEP,11.6,Cocotá,27,28,0,-22.81428,-43.18258
1120601,CM STELLA MARIS,Creche,11.1,Ilha do Governador,147,60,132,-22.80497,-43.23986
1120602,CM CORA CORALINA,Creche,11.4,Ilha do Governador,82,91,27,-22.79664,-43.19096
1120603,CM DOUTOR ANTÔNIO MONTEIRO,Creche,11.2,Ilha do Governador,166,88,43,-22.79567,-43.20962
1120604,CM MARIA ARMINDA F. SOUZA AGUIAR,Creche,11.5,Ilha do Governador,42,51,0,-22.78656,-43.18672
1120605,CM SEMPRE VIDA LORETO,Creche,11.1,Ilha do Governador,151,65,113,-22.81481,-43.22562
1120606,CM TAUÁ,Creche,11.5,Ilha do Governador,133,93,5,-22.79688,-43.1796
1120801,EDI JOSÉ DE SOUZA RAMOS,EDI,11.3,Ilha do Governador,57,54,5,-22.8055,-43.1932
1120802,EDI NEUSA MARIA GOULART BRIZOLA,EDI,11.5,Bancários - Ilha do Governador,51,28,6,-22.78854,-43.185
1120804,EDI PROFESSORA ANNA MARIA JESUS CONCEICAO,EDI,11.5,Ilha do Governador,62,55,3,-22.78758,-43.17514
